,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Mckinley,Harrison,500,302400,1,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Harrison,Mckinley,500,309800,1,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Harrison,3000,309801,1,1
,総取引における距離の平均,3000.0,合算地,3000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Arthur,500,33801,2,3
,Harrison,Cleveland,500,309801,1,1
,Mckinley,Hayes,500,302400,3,2
,総取引における距離の平均,500.0,合算地,1500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Mckinley,500,218701,1,2
,Arthur,Harrison,1000,309800,2,1
,総取引における距離の平均,750.0,合算地,1500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Arthur,3000,115201,3,3
,Harrison,Cleveland,500,309801,1,1
,Mckinley,Garfield,2000,302400,3,2
,総取引における距離の平均,1833.0,合算地,5500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Mckinley,1500,309801,1,1
,総取引における距離の平均,1500.0,合算地,1500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Arthur,2000,108001,3,2
,Cleveland,Harrison,500,33801,1,3
,Mckinley,Garfield,2000,302400,3,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Hayes,2500,33801,4,4
,Arthur,Grant,2500,309801,3,1
,Harrison,Lincoln,2000,309801,4,2
,Mckinley,Cleveland,1000,302401,1,3
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Arthur,3000,108001,4,2
,Grant,Harrison,1500,74801,3,3
,Hayes,Mckinley,500,218701,1,1
,総取引における距離の平均,1666.0,合算地,5000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Monroe,Hayes,1500,108001,4,3
,Arthur,Garfield,500,309801,2,1
,Cleveland,Mckinley,1000,33801,3,4
,Harrison,Grant,1500,309801,4,2
,総取引における距離の平均,1125.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Arthur,2500,74801,3,3
,Hayes,Cleveland,1500,218701,2,2
,Garfield,Harrison,1500,33801,1,4
,Mckinley,Lincoln,1500,302400,4,1
,総取引における距離の平均,1750.0,合算地,7000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Hayes,1000,108001,3,3
,Arthur,Garfield,500,309801,2,1
,Cleveland,Mckinley,1000,33801,4,4
,Harrison,Grant,1500,309801,4,2
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,31,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Lincoln,4000,245001,5,2
,Grant,Arthur,2500,74801,3,4
,Hayes,Cleveland,1500,218701,2,3
,Garfield,Harrison,1500,33801,3,5
,Mckinley,Buchanan,2000,302400,5,1
,総取引における距離の平均,2300.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,31,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buchanan,Grant,1000,2,4,5
,Lincoln,Pierce,1000,2,5,2
,Arthur,Hayes,2000,2,3,3
,Cleveland,Garfield,1000,2,2,4
,Harrison,Mckinley,500,2,1,5
,総取引における距離の平均,1100.0,合算地,5500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Madison,Buchanan,500,2,5,6
,Pierce,Taylor,500,2,6,2
,Grant,Lincoln,500,2,4,3
,Hayes,Arthur,2000,2,3,4
,Garfield,Cleveland,1000,2,2,5
,Mckinley,Harrison,500,2,1,6
,総取引における距離の平均,833.0,合算地,5000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Washington,Mckinley,2500,97000,1,1
,総取引における距離の平均,2500.0,合算地,2500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Mckinley,Harrison,500,302400,1,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Harrison,Mckinley,500,309800,1,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Harrison,3500,94401,2,2
,Mckinley,Cleveland,1000,302400,2,1
,総取引における距離の平均,2250.0,合算地,4500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Mckinley,1000,33801,1,2
,Harrison,Arthur,1000,309800,1,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Harrison,1000,309801,1,1
,総取引における距離の平均,1000.0,合算地,1000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Harrison,Cleveland,500,309801,2,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Harrison,500,33801,1,2
,Mckinley,Arthur,1500,302400,1,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Cleveland,2500,108001,2,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Garfield,1500,309801,3,2
,総取引における距離の平均,1833.0,合算地,5500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Arthur,500,33801,2,3
,Cleveland,Hayes,1500,33801,3,3
,Mckinley,Harrison,500,302401,2,1
,総取引における距離の平均,833.0,合算地,2500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Cleveland,1500,218701,3,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Garfield,1500,309801,3,2
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Arthur,500,33801,2,3
,Cleveland,Hayes,1500,33801,3,3
,Mckinley,Harrison,500,302401,1,1
,総取引における距離の平均,833.0,合算地,2500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Cleveland,1500,218701,2,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Garfield,1500,309801,3,2
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Arthur,500,33801,2,3
,Cleveland,Hayes,1500,33801,3,3
,Mckinley,Harrison,500,302401,1,1
,総取引における距離の平均,833.0,合算地,2500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Cleveland,1500,218701,2,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Garfield,1500,309801,3,2
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Harrison,1500,33801,3,3
,Cleveland,Hayes,1500,33801,2,3
,Mckinley,Arthur,1500,302401,2,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Cleveland,1500,218701,2,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Garfield,1500,309801,3,2
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Arthur,2000,232701,4,2
,Garfield,Harrison,1500,33801,2,3
,Cleveland,Grant,2000,33801,4,4
,Mckinley,Hayes,500,302401,3,1
,総取引における距離の平均,1500.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Garfield,3000,74801,3,4
,Hayes,Cleveland,1500,218701,2,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Lincoln,2000,309801,4,2
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Hayes,1000,108001,3,2
,Garfield,Harrison,1500,33801,3,3
,Cleveland,Arthur,500,33801,2,4
,Mckinley,Grant,1000,302400,4,1
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Garfield,3000,2,3,4
,Hayes,Lincoln,1000,2,4,2
,Arthur,Cleveland,500,2,2,3
,Harrison,Mckinley,500,2,1,4
,総取引における距離の平均,1250.0,合算地,5000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Hayes,1000,2,3,4
,Garfield,Grant,3000,2,4,2
,Cleveland,Arthur,500,2,2,3
,Mckinley,Harrison,500,2,1,4
,総取引における距離の平均,1250.0,合算地,5000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Washington,Mckinley,2500,97000,1,1
,総取引における距離の平均,2500.0,合算地,2500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Cleveland,2000,69801,2,3
,Hayes,Harrison,1000,218701,1,2
,Mckinley,Arthur,1500,302400,2,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Garfield,3500,108001,4,3
,Arthur,Hayes,2000,309801,2,1
,Cleveland,Mckinley,1000,33801,3,4
,Harrison,Grant,1500,309801,4,2
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Cleveland,2000,74801,2,2
,Garfield,Harrison,1500,33801,1,3
,Mckinley,Arthur,1500,302400,2,1
,総取引における距離の平均,1666.0,合算地,5000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Garfield,500,309801,3,2
,Cleveland,Mckinley,1000,33801,2,3
,Harrison,Hayes,1000,309801,1,2
,総取引における距離の平均,833.0,合算地,2500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Cleveland,1500,218701,2,2
,Garfield,Harrison,1500,33801,2,3
,Mckinley,Arthur,1500,302400,3,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Grant,2500,309801,3,2
,Cleveland,Hayes,1500,33801,2,4
,Harrison,Lincoln,2000,309801,4,2
,Mckinley,Garfield,2000,302401,2,3
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Arthur,3000,115201,5,3
,Tyler,Harrison,1500,312801,6,1
,Lincoln,Mckinley,1500,108001,4,4
,Grant,Buchanan,1000,74801,3,5
,Hayes,Cleveland,1500,218701,5,2
,総取引における距離の平均,1700.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buchanan,Taylor,1000,247901,5,4
,Garfield,Pierce,4500,33801,5,5
,Arthur,Lincoln,3000,309801,4,1
,Cleveland,Grant,2000,33801,4,6
,Harrison,Buren,500,309801,6,2
,Mckinley,Hayes,500,302401,3,3
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Garfield,2000,94401,6,5
,Taylor,Arthur,4500,264801,6,2
,Pierce,Cleveland,3500,309801,4,1
,Lincoln,Harrison,2000,108001,5,4
,Grant,Mckinley,1000,74801,3,6
,Hayes,Buchanan,1500,218700,4,3
,総取引における距離の平均,2416.0,合算地,14500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,31,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buchanan,Lincoln,500,247901,4,3
,Garfield,Grant,3000,33801,4,4
,Arthur,Hayes,2000,309801,2,1
,Cleveland,Pierce,3500,33801,5,5
,Harrison,Mckinley,500,309801,1,2
,総取引における距離の平均,1900.0,合算地,9500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,31,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Pierce,Garfield,4500,309801,4,1
,Lincoln,Harrison,2000,108001,3,4
,Grant,Arthur,2500,74801,4,5
,Hayes,Cleveland,1500,218701,4,3
,Mckinley,Buchanan,2000,302400,5,2
,総取引における距離の平均,2500.0,合算地,12500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,31,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buchanan,Lincoln,500,247901,5,3
,Garfield,Grant,3000,33801,3,4
,Arthur,Hayes,2000,309801,2,1
,Cleveland,Pierce,3500,33801,5,5
,Harrison,Mckinley,500,309801,1,2
,総取引における距離の平均,1900.0,合算地,9500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Harrison,3500,158801,6,4
,Pierce,Buchanan,500,309801,5,1
,Lincoln,Arthur,3000,108001,3,5
,Grant,Cleveland,2000,74801,4,6
,Hayes,Garfield,2500,218701,4,3
,Mckinley,Taylor,3000,302400,6,2
,総取引における距離の平均,2416.0,合算地,14500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Pierce,500,264801,5,3
,Buchanan,Lincoln,500,247901,4,4
,Garfield,Grant,3000,33801,3,5
,Arthur,Hayes,2000,309801,2,1
,Cleveland,Buren,1000,33801,6,6
,Harrison,Mckinley,500,309801,1,2
,総取引における距離の平均,1250.0,合算地,7500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Harrison,500,94401,6,5
,Pierce,Buchanan,500,309801,5,1
,Lincoln,Arthur,3000,108001,3,4
,Grant,Garfield,3000,74801,4,6
,Hayes,Cleveland,1500,218701,2,3
,Mckinley,Taylor,3000,302400,6,2
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Pierce,500,264801,5,3
,Buchanan,Lincoln,500,247901,4,4
,Garfield,Grant,3000,33801,6,5
,Arthur,Hayes,2000,309801,2,1
,Cleveland,Mckinley,1000,33801,2,6
,Harrison,Buren,500,309801,6,2
,総取引における距離の平均,1250.0,合算地,7500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Cleveland,1000,94401,6,5
,Pierce,Buchanan,500,309801,5,1
,Lincoln,Harrison,2000,108001,3,4
,Grant,Garfield,3000,74801,2,6
,Hayes,Arthur,2000,218701,3,3
,Mckinley,Taylor,3000,302400,6,2
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Pierce,500,264801,5,3
,Buchanan,Lincoln,500,247901,4,4
,Garfield,Grant,3000,33801,4,5
,Arthur,Hayes,2000,309801,2,1
,Cleveland,Mckinley,1000,33801,2,6
,Harrison,Buren,500,309801,6,2
,総取引における距離の平均,1250.0,合算地,7500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Buchanan,2000,94401,5,5
,Pierce,Garfield,4500,309801,4,1
,Lincoln,Arthur,3000,108001,3,4
,Grant,Cleveland,2000,74801,2,6
